canonical_keyword_x,TimePeriod,Search Volume,Impressions_SEO,Paid_Clicks,Paid_Impressions,Paid_CTR,Paid_Cost,Organic_Score,Paid_Score,Business_Label_Final
hazmat label,2,2600,142,755,10001,7.549245075492451,2911.86,0.771807734713751,0.7740889607305605,Strong in both → cut/reduce paid
erg book,2,1000,75,70,888,7.882882882882883,131.23,0.7004169189745365,0.653230232870054,"Strong in organic, not paid → invest in paid"
non hazardous label,2,50,6,16,319,5.015673981191222,55.58,0.5260142310433532,0.5614397088127372,Weak near thresholds – small optimizations
explosive label,2,280,10,13,159,8.176100628930817,52.91,0.6001587776846806,0.5639681381244515,Weak near thresholds – small optimizations
explosive placard,2,720,22,34,764,4.450261780104712,113.01,0.6590993801166566,0.5986875236194271,"Strong in organic, not paid → invest in paid"
dangerous good label,2,540,51,68,1177,5.777400169923534,166.08,0.6719497033605899,0.6428850438852461,"Strong in organic, not paid → invest in paid"
dangerous good shipping software,2,10,7,8,69,11.594202898550725,35.52,0.48457579723724503,0.5493705124646704,Weak moderate – deprioritize but monitor
dangerous good shipping training,2,50,15,57,871,6.544202066590127,356.96000000000004,0.5211910613292209,0.636202515197979,Weak near thresholds – small optimizations
dot hazard class label,2,30,9,12,188,6.382978723404255,46.27,0.5288752758664078,0.5527178102460788,Weak near thresholds – small optimizations
corrosive placard,2,620,40,47,1274,3.689167974882261,199.31,0.6658711134813379,0.6115509336891625,"Strong in organic, not paid → invest in paid"
dot hazardous material label,2,50,10,82,2674,3.066566940912491,290.96,0.5444797379511813,0.6375687278222758,Weak near thresholds – small optimizations
corrosive label,2,370,35,18,460,3.91304347826087,66.32000000000001,0.6483186644397391,0.5615668466111324,"Strong in organic, not paid → invest in paid"
dot hazmat label,2,380,31,57,997,5.717151454363089,137.57000000000002,0.636717495275395,0.6330755229310899,"Strong in organic, not paid → invest in paid"
seal security,2,880,40,78,7385,1.056194989844279,200.53,0.5765625972283269,0.6203481964348835,Weak near thresholds – small optimizations
this label,2,10,0,18,2171,0.8291110087517274,25.26,0.40663934563278215,0.5404895581729634,Weak moderate – deprioritize but monitor
dot hazmat placard,2,6880,43,17,372,4.56989247311828,58.1,0.7510570339153076,0.5622970739387958,"Strong in organic, not paid → invest in paid"
hazmat training,2,4940,60,96,3153,3.0447193149381544,375.01,0.7032063492986986,0.6458060690452393,"Strong in organic, not paid → invest in paid"
consumer commodity label,2,330,3,13,114,11.403508771929824,49.83,0.5217317494034779,0.5740388960460845,Weak near thresholds – small optimizations
dot placard,2,3200,179,530,10633,4.984482272171541,1965.37,0.7852151477243274,0.7464024137386989,Strong in both → cut/reduce paid
hazmat shipping label,2,650,56,35,420,8.333333333333332,126.88,0.6807740294157795,0.6172519335627512,"Strong in organic, not paid → invest in paid"
dot label,2,590,46,104,2049,5.075646656905808,254.95,0.6260774293683182,0.6624242534178681,"Strong in organic, not paid → invest in paid"
dgr iata,2,260,30,98,1943,5.043746783324756,384.62,0.629704020309645,0.6586875958923329,"Strong in organic, not paid → invest in paid"
hazmat shipping training,2,100,16,54,1196,4.51505016722408,339.03,0.5112234959421463,0.623543621096875,Weak near thresholds – small optimizations
shipping car battery,2,90,0,49,945,5.185185185185185,286.42999999999995,0.4712347363749727,0.6219111915724239,Weak near thresholds – small optimizations
shipping large lithium battery,2,3080,129,50,830,6.024096385542169,253.37,0.7695825856381951,0.627075113618057,"Strong in organic, not paid → invest in paid"
training for iata,2,0,0,79,2769,2.853015529071867,455.26,0.3333333333333333,0.6336446471614959,Weak moderate – deprioritize but monitor
dgi training,2,590,1,10,704,1.4204545454545454,50.57,0.5567497119598966,0.5129079913000434,Weak moderate – deprioritize but monitor
dg training course,2,10,2,9,234,3.8461538461538463,59.75,0.4164345920335541,0.5247015137317245,Weak moderate – deprioritize but monitor
shipping ev battery,2,20,7,4,97,4.123711340206185,13.21,0.5101917776254815,0.4855797112271484,Weak moderate – deprioritize but monitor
ship large lithium battery,2,0,0,15,255,5.88235294117647,52.33,0.3333333333333333,0.5622336301121461,Weak very low – drop or archive
dg software,2,10,2,155,3399,4.560164754339511,465.17,0.44801353940197514,0.6809861120104137,"Strong in paid, not organic → invest in organic"
hazmat placard,2,19840,235,56,1176,4.761904761904762,160.14,0.802928981766785,0.6273030835294222,"Strong in organic, not paid → invest in paid"
cylinder label,2,70,3,25,689,3.62844702467344,78.47,0.42905556828569114,0.5773762144890346,Weak moderate – deprioritize but monitor
software hazmat,2,40,10,45,410,10.975609756097562,190.62,0.5395618981618843,0.6389732609473509,Weak near thresholds – small optimizations
hazard placard,2,13200,41,186,4964,3.7469782433521353,266.58,0.7655655909598583,0.6867744222060708,Strong in both → cut/reduce paid
2016 erg,2,90,11,2,54,3.7037037037037033,4.38,0.5324028218570825,0.4506446256768384,Weak moderate – deprioritize but monitor
hazardous material label,2,14800,150,39,1087,3.5878564857405704,113.5,0.7902627809367616,0.6010222078625981,"Strong in organic, not paid → invest in paid"
1993 placard,2,1640,47,20,212,9.433962264150944,33.120000000000005,0.7134211725827629,0.5911073253153463,"Strong in organic, not paid → invest in paid"
label master,2,8940,299,3643,10297,35.37923667087502,4252.72,0.8351473856622147,0.9049256682197454,Strong in both → cut/reduce paid
gas hazard label,2,140,5,9,183,4.918032786885246,21.47,0.5016823942690668,0.5308190280969628,Weak moderate – deprioritize but monitor
labelmastercom,2,90,5,184,541,34.011090573012936,290.75,0.540926928632203,0.7524726149384562,"Strong in paid, not organic → invest in organic"
hazard label,2,5240,218,642,9250,6.940540540540541,1548.97,0.7890020193672916,0.7670534799165558,Strong in both → cut/reduce paid
iata dgr 63rd edition,2,0,1,6,13,46.15384615384615,35.77,0.17919519147049345,0.5818916496927761,Weak very low – drop or archive
arrow label,2,170,0,5,315,1.5873015873015872,8.71,0.4905190353897655,0.47884583666737757,Weak moderate – deprioritize but monitor
iata dgr 59th,2,0,1,4,9,44.44444444444444,21.72,0.35814255989154614,0.561199139005575,Weak moderate – deprioritize but monitor
hazardous material placard,2,3540,35,41,1397,2.934860415175376,144.5,0.7248879883559002,0.5993475466199134,"Strong in organic, not paid → invest in paid"
un placard,2,260,33,152,3080,4.935064935064935,622.95,0.6369866336589672,0.6814961854801129,Strong in both → cut/reduce paid
iata training,2,0,0,15,770,1.948051948051948,52.03,0.3333333333333333,0.5383110415094796,Weak very low – drop or archive
hazardous label,2,1910,38,20,912,2.1929824561403506,74.25,0.7017000861331386,0.5554592190844063,"Strong in organic, not paid → invest in paid"
49 cfr book,2,140,11,264,2343,11.267605633802818,1171.15,0.5721056559149988,0.7337344761912243,"Strong in paid, not organic → invest in organic"
labelmaster,2,8800,563,359,1456,24.65659340659341,626.63,0.8663029910893854,0.7773313962217238,Strong in both → cut/reduce paid
iata dgr 2022,2,0,0,708,5398,13.115968877361986,4603.4400000000005,0.3333333333333333,0.7808211391243004,"Strong in paid, not organic → invest in organic"
labelmaster placard,2,40,6,3555,7759,45.817760020621215,4767.110000000001,0.5228507772189684,0.9102875349031394,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,2,390,9,321,2318,13.848144952545296,1628.6,0.5853115336746603,0.749599150017132,"Strong in paid, not organic → invest in organic"
imdg code 38,2,590,70,0,6,0.0,0.0,0.678018839595033,0.2714180515831413,"Strong in organic, not paid → invest in paid"
hazardous material training,2,650,9,113,4829,2.3400289915096293,555.61,0.47859091933654924,0.6492013744075001,Weak near thresholds – small optimizations
hazardous material transportation training,2,50,0,25,771,3.24254215304799,104.23,0.4535331024647909,0.5748321862642899,Weak moderate – deprioritize but monitor
haz mat label,2,1300,6,39,989,3.9433771486349847,86.13,0.6285443336816443,0.6032639057256051,"Strong in organic, not paid → invest in paid"
hazardous material software,2,8810,32,38,1033,3.678606001936109,160.09,0.7000786531922613,0.6000654601576174,"Strong in organic, not paid → invest in paid"
hazard class 9 placard,2,230,20,146,1533,9.523809523809524,573.62,0.6118143214857666,0.6978017110666366,"Strong in paid, not organic → invest in organic"
imdg code book,2,30,6,23,189,12.16931216931217,115.77,0.49325096195728274,0.6061914147604126,Weak near thresholds – small optimizations
hazard class 3 label,2,420,28,67,2816,2.379261363636364,215.37,0.6497828958555124,0.6218530146276762,"Strong in organic, not paid → invest in paid"
imdg dangerous good,2,40,3,39,645,6.046511627906977,189.55,0.34209336491472647,0.6138689567053883,Weak moderate – deprioritize but monitor
hazard class 2,2,9410,110,191,3549,5.381797689489997,330.84,0.7528193206039352,0.6969917101021059,Strong in both → cut/reduce paid
hazard class 6 label,2,30,5,18,214,8.411214953271028,75.17,0.5080058852850736,0.5819724432309764,Weak near thresholds – small optimizations
imdg training online,2,10,0,4,130,3.076923076923077,10.76,0.40663934563278215,0.47896103572324344,Weak very low – drop or archive
battery recall ship,2,0,0,8,337,2.373887240356084,45.45,0.3333333333333333,0.508682120066653,Weak very low – drop or archive
limited quantity label,2,4190,204,111,1880,5.904255319148937,456.87,0.7997690243252249,0.6694554138846259,Strong in both → cut/reduce paid
haz waste label,2,110,6,25,479,5.219206680584551,67.42,0.5532981950413944,0.5862772840894928,Weak near thresholds – small optimizations
hazardous shipping label,2,640,22,13,281,4.6263345195729535,47.57,0.6484863928808434,0.548425730490638,"Strong in organic, not paid → invest in paid"
imdg training,2,90,15,3,34,8.823529411764707,9.39,0.5213488355902799,0.49271617535530854,Weak moderate – deprioritize but monitor
hazardous material shipping label,2,120,18,3,154,1.948051948051948,6.93,0.5908814376878502,0.4568084239086586,Weak moderate – deprioritize but monitor
2012 erg,2,0,0,0,6,0.0,0.0,0.3333333333333333,0.2714180515831413,Weak very low – drop or archive
limited quantity label,3,4170,160,104,2186,4.757548032936871,410.0100000000001,0.789752173615817,0.6603790380893287,"Strong in organic, not paid → invest in paid"
dot label,3,590,47,114,3025,3.768595041322314,287.47,0.5637796555791666,0.6600815940392645,Weak near thresholds – small optimizations
labelmaster placard,3,40,7,2761,6332,43.60391661402401,3485.58,0.528306100244869,0.8998236686589559,"Strong in paid, not organic → invest in organic"
hazard label,3,4640,184,804,11169,7.1984958366908405,2123.21,0.7906730665988654,0.778719181506511,Strong in both → cut/reduce paid
hazard class 2,3,9150,71,246,4320,5.694444444444445,307.04,0.734980265321048,0.7124032437400261,Strong in both → cut/reduce paid
corrosive label,3,370,44,20,619,3.231017770597738,70.21000000000001,0.6591894097089285,0.5628821604958515,"Strong in organic, not paid → invest in paid"
dot hazardous material label,3,30,3,66,2691,2.452619843924192,168.20999999999998,0.48091460228461974,0.6216974785718034,Weak near thresholds – small optimizations
dot hazmat placard,3,6880,28,35,1259,2.779984114376489,159.7,0.7316859747804108,0.5896632852065622,"Strong in organic, not paid → invest in paid"
hazard class 3 label,3,330,22,68,3412,1.992966002344666,164.56,0.6329600549297444,0.6198487737303322,"Strong in organic, not paid → invest in paid"
dot hazmat label,3,410,19,95,1538,6.176853055916775,227.81,0.6186633575194269,0.66276699755133,"Strong in organic, not paid → invest in paid"
labelmastercom,3,70,4,215,605,35.53719008264463,412.31000000000006,0.5258912258355822,0.7621787596342093,"Strong in paid, not organic → invest in organic"
hazard class 9 placard,3,230,10,147,1754,8.38084378563284,590.46,0.5853968626945772,0.6943372380667711,"Strong in paid, not organic → invest in organic"
2016 erg,3,100,14,8,120,6.666666666666667,9.78,0.5727767180297464,0.5329467500396784,Weak near thresholds – small optimizations
2012 erg,3,0,0,0,26,0.0,0.0,0.3333333333333333,0.30554158878157334,Weak very low – drop or archive
hazmat training,3,4450,68,115,3918,2.9351710056151097,467.63,0.7159643028251095,0.6546784438080572,"Strong in organic, not paid → invest in paid"
consumer commodity label,3,280,7,6,131,4.580152671755725,22.67,0.5362714008202969,0.5082644014674385,Weak moderate – deprioritize but monitor
dot placard,3,3200,129,570,14613,3.90063641962636,2253.81,0.7754290361114723,0.7434998354252152,Strong in both → cut/reduce paid
hazmat shipping label,3,650,55,19,320,5.9375,42.57,0.6800509267160977,0.5750743705093438,"Strong in organic, not paid → invest in paid"
hazardous material placard,3,2910,34,184,8795,2.092097782831154,853.63,0.7095607165036735,0.6731955954398683,Strong in both → cut/reduce paid
cylinder label,3,50,2,25,695,3.597122302158273,84.53,0.3791178225497734,0.5771651331777288,Weak moderate – deprioritize but monitor
software hazmat,3,60,13,38,592,6.418918918918918,156.76,0.5615602956881306,0.6141836127823201,Weak near thresholds – small optimizations
dangerous good label,3,410,42,71,1502,4.727030625832223,200.79,0.6628014584595378,0.639930019149145,"Strong in organic, not paid → invest in paid"
imdg training,3,70,6,1,59,1.694915254237288,0.78,0.48700596304607346,0.4068173694098425,Weak very low – drop or archive
hazardous shipping label,3,520,18,25,439,5.694760820045558,94.5,0.6390226045333446,0.5885116337153783,"Strong in organic, not paid → invest in paid"
dangerous good shipping software,3,10,7,9,93,9.67741935483871,54.82,0.48457579723724503,0.5498091190612657,Weak moderate – deprioritize but monitor
dangerous good shipping training,3,40,6,46,856,5.373831775700935,206.48,0.48074551406107374,0.6196183920651293,Weak near thresholds – small optimizations
imdg training online,3,10,0,3,181,1.6574585635359116,11.69,0.40663934563278215,0.45451631568359646,Weak very low – drop or archive
hazardous waste label,3,2000,98,38,1190,3.193277310924369,125.17,0.7253755996576979,0.5970357955282309,"Strong in organic, not paid → invest in paid"
imdg dangerous good,3,30,2,34,572,5.944055944055944,157.53,0.45863525521808896,0.6060682565559175,Weak moderate – deprioritize but monitor
imdg code book,3,20,4,33,197,16.751269035532996,124.0,0.47461586943470363,0.635769512359622,Weak near thresholds – small optimizations
hazardous material software,3,7210,15,75,1826,4.1073384446878425,332.68,0.6468334224699751,0.6391360331150047,"Strong in organic, not paid → invest in paid"
hazardous material training,3,540,11,87,5003,1.7389566260243854,373.98,0.5861455442004253,0.6307771626713916,Weak near thresholds – small optimizations
dangerous good software,3,20,12,393,19313,2.034898772847305,715.0,0.527687647217043,0.7146985881548725,"Strong in paid, not organic → invest in organic"
dangerous good training,3,230,12,119,2938,4.050374404356705,658.3299999999999,0.5139761156568426,0.6631537319473478,Weak near thresholds – small optimizations
hazardous material transportation training,3,30,0,23,632,3.6392405063291138,84.82,0.4383136930278433,0.5729523471001713,Weak moderate – deprioritize but monitor
dangerous good training online,3,40,14,3,107,2.803738317757009,8.75,0.4674377191460913,0.46323915205317423,Weak moderate – deprioritize but monitor
iata training,3,0,0,22,1037,2.1215043394406945,78.99000000000001,0.3333333333333333,0.5600024541036766,Weak very low – drop or archive
49 cfr book,3,110,9,360,3692,9.750812567713975,1592.5800000000002,0.560852333511923,0.7451264930423835,"Strong in paid, not organic → invest in organic"
labelmaster,3,8800,496,347,1679,20.66706372840977,775.76,0.8611363917809737,0.769208691029125,Strong in both → cut/reduce paid
seal security,3,880,44,121,22134,0.5466702810156321,353.47,0.6084359107789541,0.6431814410871446,Weak near thresholds – small optimizations
dot hazard class label,3,30,6,24,301,7.973421926910299,95.8,0.5143035935362301,0.5957290204332635,Weak near thresholds – small optimizations
corrosive placard,3,530,28,52,2434,2.1364009860312243,225.21,0.6504465644438616,0.606206688695203,"Strong in organic, not paid → invest in paid"
ship large lithium battery,3,0,0,93,6254,1.4870482890949792,235.2,0.3333333333333333,0.6328303596161245,Weak moderate – deprioritize but monitor
dg training course,3,10,2,13,360,3.611111111111111,85.16,0.40941704817390495,0.5424190474994631,Weak moderate – deprioritize but monitor
training for iata,3,0,0,110,3256,3.3783783783783785,674.52,0.3333333333333333,0.6546763016848043,Weak moderate – deprioritize but monitor
this label,3,10,0,75,13847,0.5416335668375821,96.45,0.40663934563278215,0.6177562233294629,Weak moderate – deprioritize but monitor
dg software,3,10,6,234,7427,3.150666487141511,1007.33,0.482629246141169,0.6935790758394189,"Strong in paid, not organic → invest in organic"
shipping large lithium battery,3,2970,113,51,807,6.319702602230483,220.84,0.7642751171721275,0.6295412572868962,"Strong in organic, not paid → invest in paid"
shipping car battery,3,70,0,63,2637,2.389078498293516,339.19,0.46364764148505505,0.6182610016960488,Weak near thresholds – small optimizations
hazmat shipping training,3,90,15,77,1599,4.815509693558474,510.6,0.509068133835894,0.6440267885289708,Weak near thresholds – small optimizations
shipping ev battery,3,10,3,23,378,6.084656084656085,61.65,0.457427389391313,0.5859081341794792,Weak moderate – deprioritize but monitor
dgi training,3,480,0,22,798,2.756892230576441,80.24,0.3589777633676634,0.5647028084809258,Weak moderate – deprioritize but monitor
label master,3,8910,274,4083,11154,36.60570199031737,4257.6900000000005,0.8361682167222031,0.9123282597711394,Strong in both → cut/reduce paid
dgr iata,3,260,37,206,7297,2.823077977250925,929.58,0.6204780404245714,0.6845635520125275,Strong in both → cut/reduce paid
how to ship a car battery,3,40,0,9,677,1.329394387001477,40.5,0.44686087671058167,0.5067801935556545,Weak moderate – deprioritize but monitor
oxidizer placard,3,210,12,6,139,4.316546762589928,10.41,0.5982251643515634,0.5068258663158478,Weak near thresholds – small optimizations
iata dgr 2022,3,0,0,587,4966,11.820378574305275,3816.52,0.3333333333333333,0.7704644034188965,"Strong in paid, not organic → invest in organic"
oxidizer label,3,90,3,2,205,0.975609756097561,8.73,0.5033093298422754,0.4310211190098329,Weak moderate – deprioritize but monitor
overpack label,3,210,36,11,623,1.7656500802568218,38.44,0.6409574105395522,0.5205747021156162,"Strong in organic, not paid → invest in paid"
online hazardous material training,3,40,1,2,120,1.6666666666666667,7.71,0.35588062958458383,0.43589748177994364,Weak very low – drop or archive
organic peroxide label,3,10,4,5,38,13.157894736842104,21.16,0.4583566141938356,0.5297599848949925,Weak moderate – deprioritize but monitor
waste label,3,110,10,34,1503,2.262142381902861,74.73,0.568254930019398,0.5845151137710886,Weak near thresholds – small optimizations
bolt security seal,3,70,10,65,1865,3.485254691689008,468.82,0.4844188383749542,0.6272074290817137,Weak near thresholds – small optimizations
bolt seal,3,880,2,24,2175,1.103448275862069,110.25,0.5855198870451988,0.5569906057457915,Weak near thresholds – small optimizations
how to ship large lithium battery,3,10,0,75,544,13.786764705882351,382.62,0.40663934563278215,0.6733724133357218,"Strong in paid, not organic → invest in organic"
gas hazard label,3,110,15,19,256,7.421875,58.760000000000005,0.5554925691869114,0.5812579248061298,Weak near thresholds – small optimizations
hazmat online training,3,380,31,34,1784,1.905829596412556,178.4,0.6130917642824126,0.5815198484738328,Weak near thresholds – small optimizations
un placard,3,210,17,152,4552,3.339191564147628,452.1,0.604502504034594,0.6726796274375011,"Strong in paid, not organic → invest in organic"
packaging for large lithium battery,3,0,0,19,1495,1.2709030100334449,74.18,0.3333333333333333,0.545678951979849,Weak very low – drop or archive
emergency response guide book,3,10,1,66,1038,6.358381502890173,111.07,0.4103959406120476,0.6440020089285133,Weak moderate – deprioritize but monitor
emergency response guidebook,3,4760,412,617,14114,4.371545982712201,1000.18,0.8190000213511127,0.7542177619972357,Strong in both → cut/reduce paid
how to transport large lithium battery,3,0,0,14,284,4.929577464788732,63.89,0.3333333333333333,0.5539031204889537,Weak very low – drop or archive
iata dangerous good regulation,3,320,22,406,2953,13.748730104977987,2001.31,0.6185719288188095,0.7611398507387238,Strong in both → cut/reduce paid
flammable gas label,3,10,4,27,609,4.433497536945813,112.58,0.4337952106850637,0.5861675662407593,Weak moderate – deprioritize but monitor
flammable label,3,520,34,8,274,2.9197080291970803,16.06,0.6610568517419025,0.5127012020261293,"Strong in organic, not paid → invest in paid"
battery recall ship,3,0,0,5,2017,0.2478929102627665,11.07,0.3333333333333333,0.4811645878619204,Weak very low – drop or archive
iata book,3,110,14,394,25618,1.5379811070341167,2430.46,0.5703997568632541,0.7060218458526968,"Strong in paid, not organic → invest in organic"
flammable placard,3,1590,76,91,3465,2.6262626262626263,408.29,0.7312567891238603,0.6398661137999888,"Strong in organic, not paid → invest in paid"
hazmat label,3,2600,169,793,11701,6.777198530040167,3250.24,0.7777040397055295,0.7725610236523175,Strong in both → cut/reduce paid
non hazardous label,3,50,8,12,332,3.614457831325301,45.28,0.5397902619330015,0.5383266228807713,Weak near thresholds – small optimizations
erg book,3,1000,43,134,1707,7.850029291154072,258.35,0.6710707495579392,0.68822359799465,Strong in both → cut/reduce paid
warehouse label,3,390,52,34,1571,2.1642266072565244,133.69,0.6534444216781901,0.5836240719504928,"Strong in organic, not paid → invest in paid"
explosive placard,3,590,20,28,565,4.95575221238938,47.51,0.6493045796792637,0.59108298167149,"Strong in organic, not paid → invest in paid"
arrow label,3,140,0,2,584,0.3424657534246575,2.72,0.48462178095920483,0.433816496628165,Weak moderate – deprioritize but monitor
iata dgr 63rd edition,3,10,0,2,199,1.0050251256281406,13.62,0.30137618773804536,0.4311647054861012,Weak very low – drop or archive
cargo container seal,3,10,2,9,208,4.326923076923077,21.18,0.42345213589320324,0.527611664137915,Weak moderate – deprioritize but monitor
iata dgr 59th,3,10,0,6,237,2.5316455696202533,16.76,0.36687326377313306,0.49523412466999406,Weak very low – drop or archive
haz mat label,3,1300,3,48,1379,3.4807831762146484,88.37,0.6056816582195076,0.611662985022146,Weak near thresholds – small optimizations
high security seal,3,40,5,5,444,1.1261261261261262,28.770000000000003,0.41128991107307505,0.47545694814919703,Weak very low – drop or archive
hazmat placard,3,19870,184,67,1409,4.755145493257629,279.49,0.7851334088250965,0.6367226882442866,"Strong in organic, not paid → invest in paid"
placard,3,54370,2418,988,15301,6.457094307561598,5632.5,0.9826273119227956,0.7732165094272517,Strong in both → cut/reduce paid
haz mat label,4,1000,4,178,2244,7.932263814616755,601.9200000000001,0.6067843330249487,0.7031711789428534,"Strong in paid, not organic → invest in organic"
software hazmat,4,40,12,45,1170,3.8461538461538463,243.8,0.5463867651592375,0.6100389234335937,Weak near thresholds – small optimizations
iata dgr 63rd edition,4,0,1,3,269,1.1152416356877324,15.98,0.33708992831259876,0.45053505336013316,Weak very low – drop or archive
hazmat shipping label,4,530,49,19,469,4.051172707889126,26.32,0.6639290471931044,0.5653679778899292,"Strong in organic, not paid → invest in paid"
hazardous material placard,4,2910,53,139,2601,5.344098423683199,711.03,0.7278613786930075,0.6784343034425482,Strong in both → cut/reduce paid
iata book,4,70,14,408,38611,1.0566936883271605,2431.13,0.5391952441661787,0.7045758957932592,"Strong in paid, not organic → invest in organic"
imdg training,4,50,13,2,176,1.1363636363636365,4.75,0.5157357383033204,0.43197452514690626,Weak moderate – deprioritize but monitor
dangerous good shipping software,4,10,6,19,150,12.666666666666668,127.04,0.4791204742113444,0.5972200574022005,Weak near thresholds – small optimizations
hazardous shipping label,4,420,23,63,1120,5.625,244.08,0.6397123772594947,0.6378173939541422,"Strong in organic, not paid → invest in paid"
flammable placard,4,1410,102,123,6310,1.9492868462757529,719.8100000000001,0.738068263711869,0.6504208822657183,"Strong in organic, not paid → invest in paid"
flammable label,4,420,42,14,763,1.834862385321101,24.53,0.6629515778929025,0.5338453477334362,"Strong in organic, not paid → invest in paid"
dangerous good training,4,220,16,132,4429,2.9803567396703543,675.83,0.5502495834719177,0.6619817627219065,Weak near thresholds – small optimizations
flammable gas label,4,10,2,6,133,4.511278195488721,20.7,0.4164345920335541,0.5078907028892943,Weak moderate – deprioritize but monitor
imdg code 38,4,390,80,0,53,0.0,0.0,0.6883169013514644,0.323063009243036,"Strong in organic, not paid → invest in paid"
dangerous good software,4,10,12,366,22113,1.655134988468322,856.69,0.5079196200463504,0.7074740499609166,"Strong in paid, not organic → invest in organic"
imdg training online,4,10,0,6,440,1.3636363636363635,19.99,0.3399726789661155,0.4862857149283969,Weak very low – drop or archive
dangerous good shipping training,4,30,8,71,1283,5.533904910366329,374.43,0.47544804547851,0.6435604442708451,Weak near thresholds – small optimizations
hazmat placard,4,16230,214,75,1463,5.126452494873548,266.94,0.7947365130652088,0.644818408063938,"Strong in organic, not paid → invest in paid"
imdg dangerous good,4,30,2,35,795,4.40251572327044,172.73999999999998,0.4551264832882644,0.5998389710932714,Weak moderate – deprioritize but monitor
hazard class 2,4,7850,93,378,7582,4.985491954629386,616.39,0.7411890210407303,0.7316650679799976,Strong in both → cut/reduce paid
imdg code book,4,20,9,34,311,10.932475884244374,138.79,0.4994250959929165,0.6238216214494059,Weak near thresholds – small optimizations
hazardous material transportation training,4,10,0,28,951,2.944269190325973,101.14,0.40663934563278215,0.5789187779153661,Weak moderate – deprioritize but monitor
