canonical_keyword_x,TimePeriod,Search Volume,Impressions_SEO,Paid_Clicks,Paid_Impressions,Paid_CTR,Paid_Cost,Organic_Score,Paid_Score,Business_Label_Final
haz mat label,8,1300,4,796,18884,4.215208642236815,1536.7199999999998,0.6147980175237846,0.7658055815710179,"Strong in paid, not organic → invest in organic"
dot hazmat label,8,450,16,159,1533,10.371819960861057,378.07,0.6125238427017997,0.705551420655393,"Strong in paid, not organic → invest in organic"
49 cfr book,8,140,18,1207,9287,12.996662000646063,6592.860000000001,0.5908794981428942,0.7995534779049343,"Strong in paid, not organic → invest in organic"
emergency response guide book,8,10,1,177,2692,6.575037147102527,418.61,0.4209222564015212,0.6980116400286331,"Strong in paid, not organic → invest in organic"
labelmaster placard,8,30,3,2946,5954,49.479341619079605,4089.07,0.4914409180740933,0.905458905915142,"Strong in paid, not organic → invest in organic"
labelmastercom,8,50,7,259,5501,4.708234866387929,510.81,0.5349783259990782,0.7097713687992234,"Strong in paid, not organic → invest in organic"
un 3481 label,8,590,0,396,2798,14.152966404574697,1757.17,0.5284317134718594,0.7614216962448883,"Strong in paid, not organic → invest in organic"
hazmat shipping training,9,120,21,111,2058,5.393586005830904,716.02,0.5571047287487639,0.6663697496463274,"Strong in paid, not organic → invest in organic"
un 3481 label,9,590,0,268,2070,12.94685990338164,1309.14,0.5284317134718594,0.7385005504273496,"Strong in paid, not organic → invest in organic"
labelmaster placard,9,40,10,2322,4208,55.18060836501901,3258.52,0.5413162841267966,0.8992788006348904,"Strong in paid, not organic → invest in organic"
labelmastercom,9,110,4,284,4376,6.489945155393053,668.39,0.5395518788835347,0.7228917051941699,"Strong in paid, not organic → invest in organic"
iata dgr 2022,9,0,0,176,1360,12.941176470588236,1173.98,0.3333333333333333,0.7158429625516028,"Strong in paid, not organic → invest in organic"
shipping ev battery,9,50,2,120,1407,8.528784648187633,520.89,0.4738546646550365,0.6839395284115369,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,9,390,11,303,2302,13.1624674196351,1762.4,0.5927601415813635,0.7444403220135551,"Strong in paid, not organic → invest in organic"
ship large lithium battery,9,0,0,131,2043,6.412139011257954,508.54,0.3298245614035087,0.6806253521888277,"Strong in paid, not organic → invest in organic"
iata dangerous good,9,270,12,472,4412,10.698096101541251,3449.74,0.524004534207597,0.7567933116121023,"Strong in paid, not organic → invest in organic"
iata book,9,90,19,309,4445,6.9516310461192345,2151.25,0.5830967738419255,0.725213146713899,"Strong in paid, not organic → invest in organic"
un placard,9,190,17,160,2006,7.976071784646062,517.16,0.5997037158708619,0.6977189622427197,"Strong in paid, not organic → invest in organic"
dangerous good shipping training,9,50,9,104,1265,8.221343873517787,561.47,0.5125157379349344,0.6749422438703438,"Strong in paid, not organic → invest in organic"
49 cfr book,9,140,11,1048,8112,12.91913214990138,5887.29,0.5756144278448234,0.7957098011362602,"Strong in paid, not organic → invest in organic"
emergency response guide book,9,10,4,117,1196,9.782608695652174,357.52,0.4618653861236602,0.6870644050763318,"Strong in paid, not organic → invest in organic"
hazardous material training,9,710,29,249,7353,3.386372909016728,878.53,0.5963445465907432,0.6988814250089758,"Strong in paid, not organic → invest in organic"
dgr iata,9,260,33,136,1468,9.264305177111716,556.19,0.5948813705010724,0.693140645928842,"Strong in paid, not organic → invest in organic"
labelmastercom,10,40,5,278,4087,6.80205529728407,555.71,0.516553068967812,0.7233238734703179,"Strong in paid, not organic → invest in organic"
labelmaster placard,10,30,7,2829,5696,49.666432584269664,4378.38,0.5197589165621307,0.902195009680371,"Strong in paid, not organic → invest in organic"
un placard,10,110,37,226,3487,6.481215944938342,972.41,0.6101296242398221,0.7095291654604217,"Strong in paid, not organic → invest in organic"
dangerous good training,10,320,34,153,3194,4.7902316844082655,862.98,0.5364264912911718,0.6804616390861878,"Strong in paid, not organic → invest in organic"
2020 erg,10,210,12,79,720,10.97222222222222,281.2,0.5631374450533179,0.669325737511562,"Strong in paid, not organic → invest in organic"
emergency response guide book,10,10,1,158,1998,7.907907907907907,446.32,0.4244310283313457,0.6969652435742617,"Strong in paid, not organic → invest in organic"
haz mat label,10,1300,3,594,15813,3.7564029595902095,1344.9,0.6056816582195076,0.7475825890141687,"Strong in paid, not organic → invest in organic"
hazmat shipping software,10,10,5,75,647,11.591962905718702,450.88,0.4763315378900125,0.6677572783749606,"Strong in paid, not organic → invest in organic"
49 cfr book,10,110,15,1297,10940,11.855575868372943,7043.37,0.5765452007658586,0.7976435303985485,"Strong in paid, not organic → invest in organic"
dg shipping label,10,90,13,74,514,14.396887159533073,312.88,0.5685250915117478,0.6741969383792149,"Strong in paid, not organic → invest in organic"
dg software,10,10,8,139,3071,4.5262129599479,562.03,0.4893877331711682,0.6745910781296245,"Strong in paid, not organic → invest in organic"
iata book,10,90,11,262,12488,2.0980140935297884,1083.0,0.5552098394009422,0.6919715761462087,"Strong in paid, not organic → invest in organic"
iata dgr 2022,10,0,0,113,971,11.637487126673532,622.62,0.3333333333333333,0.6897904428449559,"Strong in paid, not organic → invest in organic"
hazmat shipping container,10,50,2,205,19006,1.0786067557613386,1075.3200000000002,0.4668371207953874,0.6709943496945634,"Strong in paid, not organic → invest in organic"
iata dangerous good,10,250,13,166,1923,8.632345293811753,673.98,0.4837527350027226,0.7016358734106036,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,10,260,10,272,2503,10.866959648421894,1470.87,0.5663226444497615,0.7334130395873055,"Strong in paid, not organic → invest in organic"
un 3481 label,10,590,0,252,1949,12.9297075423294,1183.29,0.5284317134718594,0.7354384751084271,"Strong in paid, not organic → invest in organic"
2020 erg,11,210,4,83,841,9.869203329369798,186.47,0.5030481234113294,0.669027146183239,"Strong in paid, not organic → invest in organic"
emergency response guide book,11,10,1,262,2976,8.803763440860216,855.11,0.3893433090331002,0.7267182454057005,"Strong in paid, not organic → invest in organic"
iata book,11,110,16,117,1275,9.176470588235292,627.54,0.5720044295124961,0.6844465881461856,"Strong in paid, not organic → invest in organic"
un 3481 label,11,480,0,278,2378,11.69049621530698,1291.25,0.5221356581045055,0.7373697505889368,"Strong in paid, not organic → invest in organic"
iata dgr 2022,11,10,18,119,1104,10.778985507246375,575.24,0.509388290886647,0.6903777484540164,"Strong in paid, not organic → invest in organic"
hazmat shipping software,11,10,9,110,797,13.801756587202007,408.97,0.493692156541522,0.69422571692347,"Strong in paid, not organic → invest in organic"
hazmat shipping container,11,50,4,243,22013,1.1038931540453367,1408.7,0.4877065113767215,0.6795299285058327,"Strong in paid, not organic → invest in organic"
49 cfr book,11,140,11,218,1843,11.828540423223007,842.72,0.5791231997746479,0.7256482846727139,"Strong in paid, not organic → invest in organic"
dg software,11,20,8,103,1138,9.05096660808436,404.98,0.5091557603418608,0.6776540655612239,"Strong in paid, not organic → invest in organic"
dangerous good training,11,660,61,165,3541,4.65970064953403,1081.13,0.6113418776813373,0.6833055120172375,"Strong in paid, not organic → invest in organic"
labelmaster placard,11,10,8,2870,5560,51.618705035971225,6923.22,0.4928965051009927,0.8909718482131572,"Strong in paid, not organic → invest in organic"
labelmastercom,11,70,5,224,635,35.275590551181104,481.59,0.5333398337422853,0.763991789792153,"Strong in paid, not organic → invest in organic"
dg software,12,30,7,184,786,23.40966921119593,940.63,0.5057238288428324,0.7381633483140877,"Strong in paid, not organic → invest in organic"
49 cfr book,12,110,6,128,1018,12.573673870333987,440.4,0.5462806511817453,0.6994847123721394,"Strong in paid, not organic → invest in organic"
emergency response guide book,12,20,1,157,2150,7.302325581395348,365.14,0.4441990555020385,0.6945383490299142,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,12,390,18,146,1883,7.753584705257567,722.26,0.6097795978443467,0.6913549425946547,"Strong in paid, not organic → invest in organic"
labelmaster placard,12,40,5,2321,4319,53.73929150266265,5298.9400000000005,0.516553068967812,0.8899601086430311,"Strong in paid, not organic → invest in organic"
iata book,12,110,21,140,823,17.01093560145808,711.6899999999999,0.5790290688583125,0.713321126712358,"Strong in paid, not organic → invest in organic"
hazmat shipping container,12,70,3,166,2872,5.779944289693593,842.85,0.4939678489874455,0.6898704591050493,"Strong in paid, not organic → invest in organic"
labelmastercom,12,50,2,226,552,40.94202898550724,428.21,0.4949072962339838,0.7697234238903782,"Strong in paid, not organic → invest in organic"
iata training,13,880,4,88,884,9.95475113122172,941.46,0.6063892776265329,0.6705090684700006,"Strong in paid, not organic → invest in organic"
49 cfr book,13,140,9,559,7661,7.296697559065396,1870.19,0.5681658199381202,0.7599344407827658,"Strong in paid, not organic → invest in organic"
dg software,13,20,3,211,1078,19.573283858998145,1275.0,0.4795345978497249,0.738809736049296,"Strong in paid, not organic → invest in organic"
hazmat shipping container,13,50,4,251,3962,6.335184250378596,1051.42,0.4929696692714584,0.7144316117023335,"Strong in paid, not organic → invest in organic"
iata book,13,170,21,148,892,16.591928251121075,839.23,0.5922398097150704,0.7152111403109369,"Strong in paid, not organic → invest in organic"
iata dgr 2022,13,70,8,137,1106,12.386980108499095,837.5600000000001,0.5376240991988798,0.70168722172269,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,13,390,7,285,3176,8.973551637279598,1444.76,0.586721490159857,0.7302641873269337,"Strong in paid, not organic → invest in organic"
hazmat online training,13,1130,17,160,3554,4.501969611705121,1090.38,0.5933750217191872,0.680740165375552,"Strong in paid, not organic → invest in organic"
2020 erg,13,210,3,173,1426,12.131837307152876,354.48,0.504458079896526,0.7150594428526185,"Strong in paid, not organic → invest in organic"
emergency response guide book,13,10,3,263,3122,8.424087123638694,690.7099999999999,0.4211700794509621,0.7260653862171449,"Strong in paid, not organic → invest in organic"
curtec packaging,13,20,1,91,431,21.11368909512761,600.73,0.4266551958529156,0.6971796229829413,"Strong in paid, not organic → invest in organic"
dangerous good training,13,850,52,159,3244,4.901356350184957,1149.93,0.6105529470797401,0.6823661177585718,"Strong in paid, not organic → invest in organic"
training for iata,13,50,1,92,1145,8.034934497816595,727.74,0.4081668904265124,0.6671458970992549,"Strong in paid, not organic → invest in organic"
labelmaster placard,13,20,2,2241,3806,58.88071466106148,5819.72,0.4677815665726677,0.8885773249593691,"Strong in paid, not organic → invest in organic"
labelmastercom,13,50,2,257,639,40.21909233176839,625.02,0.4949072962339838,0.7756351418811611,"Strong in paid, not organic → invest in organic"
dg software,14,20,6,95,561,16.93404634581105,600.89,0.5023972733118617,0.6922918639676457,"Strong in paid, not organic → invest in organic"
curtec packaging,14,20,5,72,287,25.08710801393728,508.72,0.4750469334817577,0.6904126372113526,"Strong in paid, not organic → invest in organic"
curtec,14,520,5,62,269,23.04832713754647,382.86,0.5977787170349558,0.6797706222118183,"Strong in paid, not organic → invest in organic"
dangerous good software,14,20,5,90,984,9.146341463414634,530.1800000000001,0.4925907931308805,0.670280549557726,"Strong in paid, not organic → invest in organic"
software hazmat,14,60,16,132,1127,11.71251109139308,954.45,0.5677380053554054,0.6975962842171071,"Strong in paid, not organic → invest in organic"
labelmastercom,14,50,7,311,812,38.30049261083744,811.21,0.5349783259990782,0.7839078393326788,"Strong in paid, not organic → invest in organic"
proper storage of lithium ion battery,14,10,0,104,1032,10.07751937984496,446.03,0.4066393456327821,0.6813035791192583,"Strong in paid, not organic → invest in organic"
lithium ion battery storage,14,1800,0,122,1120,10.892857142857142,541.64,0.5624963874570654,0.6921477949220185,"Strong in paid, not organic → invest in organic"
lithium ion storage,14,170,0,105,920,11.41304347826087,533.97,0.4905190353897655,0.6854096147446577,"Strong in paid, not organic → invest in organic"
fireproof lithium battery container,14,170,0,150,870,17.24137931034483,711.34,0.4905190353897655,0.7175304686920163,"Strong in paid, not organic → invest in organic"
2020 erg,14,260,6,132,1381,9.558291093410572,336.25,0.5338220498226351,0.6930116372569336,"Strong in paid, not organic → invest in organic"
emergency response guide book,14,10,2,336,3645,9.218106995884774,950.2,0.4164345920335541,0.7414586228300273,"Strong in paid, not organic → invest in organic"
lithium battery storage container,14,780,19,90,644,13.975155279503104,429.81,0.6078800187251409,0.6836184156939944,"Strong in paid, not organic → invest in organic"
lithium battery storage box,14,100,2,225,1831,12.288367012561444,1157.85,0.2070243617493946,0.7277088717554997,"Strong in paid, not organic → invest in organic"
lithium battery storage,14,1690,0,81,612,13.23529411764706,378.23,0.5605697431675283,0.6762846146000178,"Strong in paid, not organic → invest in organic"
iata book,14,140,19,121,833,14.525810324129653,1074.49,0.5894662745665084,0.6992917925764117,"Strong in paid, not organic → invest in organic"
49 cfr book,14,170,7,843,12733,6.620592162098485,3708.58,0.5649467150644037,0.7735980583680401,"Strong in paid, not organic → invest in organic"
hazmat shipping container,14,50,3,685,8398,8.156703977137415,1586.56,0.5013971696163041,0.7751255401929473,"Strong in paid, not organic → invest in organic"
iata dgr 2022,14,20,9,118,1027,11.489776046738072,732.46,0.5081970258174779,0.6914701029947212,"Strong in paid, not organic → invest in organic"
lithium battery storage container,15,780,14,72,510,14.117647058823527,274.33,0.5984661687463293,0.6721790666475129,"Strong in paid, not organic → invest in organic"
lithium battery storage box,15,210,4,278,2513,11.062475129327495,1323.62,0.4521709304288732,0.7355735157134093,"Strong in paid, not organic → invest in organic"
hazmat shipping container,15,50,2,550,7917,6.947075912593154,1505.62,0.4913985243041592,0.758721682825042,"Strong in paid, not organic → invest in organic"
lithium ion battery storage,15,1810,0,94,950,9.894736842105264,407.64,0.5626656624278453,0.6753307636746599,"Strong in paid, not organic → invest in organic"
lithium ion storage,15,140,0,80,777,10.296010296010296,382.12,0.4846217809592048,0.667808068668589,"Strong in paid, not organic → invest in organic"
best way to store lithium battery,15,340,0,119,998,11.923847695390782,517.74,0.5116197053272922,0.6936446673373107,"Strong in paid, not organic → invest in organic"
iata book,15,140,15,104,713,14.58625525946704,1046.87,0.5768411433324068,0.6912330717414323,"Strong in paid, not organic → invest in organic"
iata dgr 2022,15,30,10,120,1159,10.353753235547886,1106.9499999999998,0.5222427846545846,0.6881808463049903,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,15,390,13,265,2828,9.370579915134371,1998.26,0.5902859200079585,0.7259436006583387,"Strong in paid, not organic → invest in organic"
iata dangerous good,15,630,9,156,3027,5.153617443012884,742.4000000000001,0.4911708237585108,0.6837161587067089,"Strong in paid, not organic → invest in organic"
labelmastercom,15,90,5,298,790,37.721518987341774,697.5799999999999,0.540926928632203,0.7813488446578305,"Strong in paid, not organic → invest in organic"
how to ship large lithium battery,15,20,1,192,2660,7.218045112781955,942.76,0.4143744940985296,0.7037010650234883,"Strong in paid, not organic → invest in organic"
labelmaster placard,15,20,4,2575,4562,56.44454186760193,8259.29,0.4886509571540019,0.8770519622428083,"Strong in paid, not organic → invest in organic"
dangerous good software,15,10,7,126,1254,10.047846889952153,670.6800000000001,0.484575797237245,0.691109810670987,"Strong in paid, not organic → invest in organic"
emergency response guide book,15,10,4,278,3991,6.965672763718366,1186.37,0.447830298404362,0.7222963445016012,"Strong in paid, not organic → invest in organic"
proper storage of lithium ion battery,15,20,0,105,1215,8.641975308641975,430.26,0.4264073728034748,0.6772690626584258,"Strong in paid, not organic → invest in organic"
dgr iata,15,320,13,137,1779,7.700955593029792,898.5699999999999,0.5789921334988574,0.6872090352594872,"Strong in paid, not organic → invest in organic"
49 cfr book,15,110,9,1019,13191,7.724963990599651,5916.74,0.560852333511923,0.7784757116340206,"Strong in paid, not organic → invest in organic"
software hazmat,15,80,9,113,1257,8.989657915672236,841.29,0.5512199966278554,0.6813676426537528,"Strong in paid, not organic → invest in organic"
fireproof lithium battery container,15,170,0,150,1010,14.85148514851485,728.52,0.4905190353897655,0.7126740161135565,"Strong in paid, not organic → invest in organic"
curtec packaging,15,10,2,55,246,22.35772357723577,374.38,0.4269609078230278,0.6722730210647891,"Strong in paid, not organic → invest in organic"
iata book,16,140,13,188,1209,15.550041356492969,3714.21,0.5784033641661553,0.7171349614773905,"Strong in paid, not organic → invest in organic"
iata dangerous good,16,610,13,265,4709,5.627521766829475,2093.4700000000003,0.5799558739481796,0.7111873528574484,"Strong in paid, not organic → invest in organic"
how to ship large lithium battery,16,30,0,113,1519,7.439104674127715,464.8,0.4014715877646854,0.6768356297109142,"Strong in paid, not organic → invest in organic"
software hazmat,16,220,11,95,1044,9.099616858237548,779.9,0.5928618848517319,0.6724209178228,"Strong in paid, not organic → invest in organic"
iata dangerous good regulation,16,390,10,279,3806,7.330530740935365,2850.42,0.5821878143926617,0.7188752176350672,"Strong in paid, not organic → invest in organic"
iata dgr 2022,16,40,5,253,3152,8.026649746192893,3816.06,0.5007635952836015,0.7126820870303456,"Strong in paid, not organic → invest in organic"
best way to store lithium battery,16,280,0,93,755,12.317880794701988,185.72,0.5057033702684657,0.6820489904751574,"Strong in paid, not organic → invest in organic"
49 cfr book,16,110,10,603,10443,5.7742028152829645,2604.19,0.5647461580895734,0.7553351049929848,"Strong in paid, not organic → invest in organic"
hazmat shipping container,16,40,3,201,3812,5.272822665267577,926.3,0.4859530140375335,0.6976877971217331,"Strong in paid, not organic → invest in organic"
fireproof lithium battery container,16,210,0,73,636,11.477987421383649,160.83,0.4969448899379952,0.6667166915551558,"Strong in paid, not organic → invest in organic"
curtec packaging,16,10,3,50,191,26.17801047120419,322.13000000000005,0.4387139391000849,0.6725227012542323,"Strong in paid, not organic → invest in organic"
labelmastercom,16,70,2,296,672,44.04761904761904,591.9100000000001,0.505021835254248,0.786588255154288,"Strong in paid, not organic → invest in organic"
labelmaster placard,16,10,3,2391,4590,52.09150326797386,5552.67,0.4597665706790323,0.8892599744113943,"Strong in paid, not organic → invest in organic"
emergency response guide book,16,10,5,272,5444,4.996326230712711,1117.08,0.4517701343812406,0.712341277609683,"Strong in paid, not organic → invest in organic"
dangerous good software,16,10,8,104,1326,7.84313725490196,584.39,0.4928965051009927,0.6735136273690985,"Strong in paid, not organic → invest in organic"
49 cfr book,17,140,11,467,9680,4.824380165289257,1820.12,0.5756144278448234,0.7390661904475678,"Strong in paid, not organic → invest in organic"
dangerous good software,17,10,9,126,1763,7.146908678389109,784.4100000000001,0.498955314436259,0.6808068019371174,"Strong in paid, not organic → invest in organic"
emergency response guide book,17,10,2,208,2630,7.908745247148288,869.85,0.4269609078230278,0.7109000399697842,"Strong in paid, not organic → invest in organic"
imdg code book,17,140,7,67,495,13.535353535353536,329.57,0.5555406887040185,0.6667844283154708,"Strong in paid, not organic → invest in organic"
